Term,Type,Freq,SuggestedCategoryId,IsBrand(0|1),MultiWord(0|1),Weight(1-10),Notes
ultimate 3,bigram,3,,0,1,2,
capsules sensitive,bigram,3,,0,1,2,
original potato,bigram,3,,0,1,2,
smooth shampoo,bigram,3,,0,1,2,
mountain grown,bigram,3,,0,1,2,
herbs pasta,bigram,3,,0,1,2,
fresh antiperspirant,bigram,3,,0,1,2,
care anti,bigram,3,,0,1,2,
caramello chocolate,bigram,3,,0,1,2,
d 1000iu,bigram,3,,0,1,2,
tablets d3,bigram,3,,0,1,2,
sn 2,bigram,3,,0,1,2,
2 bio,bigram,3,,0,1,2,
bio plus,bigram,3,,0,1,2,
plus hpo,bigram,3,,0,1,2,
adult vita,bigram,3,,0,1,2,
kids smart,bigram,3,,0,1,2,
smart vita,bigram,3,,0,1,2,
carrot apple,bigram,3,,0,1,2,
tequila reposado,bigram,3,,0,1,2,
reposado 700ml,bigram,3,,0,1,2,
leek pie,bigram,3,,0,1,2,
crunchy natural,bigram,3,,0,1,2,
natural peanut,bigram,3,,0,1,2,
style salad,bigram,3,,0,1,2,
flavours lemon,bigram,3,,0,1,2,
cans 250ml,bigram,3,,0,1,2,
bakers choice,bigram,3,,0,1,2,
choice baking,bigram,3,,0,1,2,
chocolate bits,bigram,3,,0,1,2,
colour 6,bigram,3,,0,1,2,
very light,bigram,3,,0,1,2,
premium bottle,bigram,3,,0,1,2,
pouch 12,bigram,3,,0,1,2,
vanilla custard,bigram,3,,0,1,2,
kat chocolate,bigram,3,,0,1,2,
cream white,bigram,3,,0,1,2,
life saving,bigram,3,,0,1,2,
sunscreen tube,bigram,3,,0,1,2,
cream face,bigram,3,,0,1,2,
chicken biryani,bigram,3,,0,1,2,
strong bitey,bigram,3,,0,1,2,
dairy cheese,bigram,3,,0,1,2,
water gel,bigram,3,,0,1,2,
cadbury caramilk,bigram,3,,0,1,2,
cola cans,bigram,3,,0,1,2,
desert lime,bigram,3,,0,1,2,
mix variety,bigram,3,,0,1,2,
ocean mist,bigram,3,,0,1,2,
protect conditioner,bigram,3,,0,1,2,
dry balance,bigram,3,,0,1,2,
snack crackers,bigram,3,,0,1,2,
face mask,bigram,3,,0,1,2,
immune defence,bigram,3,,0,1,2,
wash anti,bigram,3,,0,1,2,
chilli garlic,bigram,3,,0,1,2,
beauty collagen,bigram,3,,0,1,2,
creamy classic,bigram,3,,0,1,2,
salmon bowl,bigram,3,,0,1,2,
roasted capsicum,bigram,3,,0,1,2,
ham off,bigram,3,,0,1,2,
sugar energy,bigram,3,,0,1,2,
paris telescopic,bigram,3,,0,1,2,
telescopic lift,bigram,3,,0,1,2,
lift mascara,bigram,3,,0,1,2,
label chardonnay,bigram,3,,0,1,2,
seasonal edition,bigram,3,,0,1,2,
green goddess,bigram,3,,0,1,2,
25 less,bigram,3,,0,1,2,
french dressing,bigram,3,,0,1,2,
chicken stir,bigram,3,,0,1,2,
flavoured rice,bigram,3,,0,1,2,
variety multipack,bigram,3,,0,1,2,
fruit nut,bigram,3,,0,1,2,
chicken vegetable,bigram,3,,0,1,2,
raspberry flavoured,bigram,3,,0,1,2,
moscato 750ml,bigram,3,,0,1,2,
fish selection,bigram,3,,0,1,2,
sugar vanilla,bigram,3,,0,1,2,
oil shampoo,bigram,3,,0,1,2,
forest fresh,bigram,3,,0,1,2,
pouch 10,bigram,3,,0,1,2,
50 face,bigram,3,,0,1,2,
moisturiser matte,bigram,3,,0,1,2,
white bourbon,bigram,3,,0,1,2,
spinach ricotta,bigram,3,,0,1,2,
light quarter,bigram,3,,0,1,2,
crew socks,bigram,3,,0,1,2,
13 3,bigram,3,,0,1,2,
sticky date,bigram,3,,0,1,2,
free side,bigram,3,,0,1,2,
sticks 10,bigram,3,,0,1,2,
toothbrush white,bigram,3,,0,1,2,
women advanced,bigram,3,,0,1,2,
conditioner moisture,bigram,3,,0,1,2,
casserole recipe,bigram,3,,0,1,2,
kentucky straight,bigram,3,,0,1,2,
straight bourbon,bigram,3,,0,1,2,
thick tomatoes,bigram,3,,0,1,2,
salmon tempters,bigram,3,,0,1,2,
cream cleanser,bigram,3,,0,1,2,
bitters soft,bigram,3,,0,1,2,
spiced rum,bigram,3,,0,1,2,
rum 1l,bigram,3,,0,1,2,
glucosamine sulfate,bigram,3,,0,1,2,
strawberry flavoured,bigram,3,,0,1,2,
eat well,bigram,3,,0,1,2,
women clinical,bigram,3,,0,1,2,
deodorant cream,bigram,3,,0,1,2,
0 dark,bigram,3,,0,1,2,
chocolate brown,bigram,3,,0,1,2,
vegetables rice,bigram,3,,0,1,2,
rice baby,bigram,3,,0,1,2,
skin food,bigram,3,,0,1,2,
food body,bigram,3,,0,1,2,
venus extra,bigram,3,,0,1,2,
extra smooth,bigram,3,,0,1,2,
smooth women,bigram,3,,0,1,2,
thai red,bigram,3,,0,1,2,
chocolate baking,bigram,3,,0,1,2,
gradual tan,bigram,3,,0,1,2,
ridge cut,bigram,3,,0,1,2,
original crispbread,bigram,3,,0,1,2,
chips deli,bigram,3,,0,1,2,
deli crisps,bigram,3,,0,1,2,
soy sauce,bigram,3,,0,1,2,
lively bunch,bigram,3,,0,1,2,
baking dark,bigram,3,,0,1,2,
unsweetened almond,bigram,3,,0,1,2,
chocolate milk,bigram,3,,0,1,2,
powder chocolate,bigram,3,,0,1,2,
vodka 700ml,bigram,3,,0,1,2,
pouch blueberry,bigram,3,,0,1,2,
white bread,bigram,3,,0,1,2,
hot dog,bigram,3,,0,1,2,
gum 4x14g,bigram,3,,0,1,2,
build chicken,bigram,3,,0,1,2,
men 2,bigram,3,,0,1,2,
2 in1,bigram,3,,0,1,2,
smooth conditioner,bigram,3,,0,1,2,
support tablets,bigram,3,,0,1,2,
frozen convenience,bigram,3,,0,1,2,
convenience meal,bigram,3,,0,1,2,
grape bubblegum,bigram,3,,0,1,2,
mini original,bigram,3,,0,1,2,
sandalwood geranium,bigram,3,,0,1,2,
geranium bergamot,bigram,3,,0,1,2,
coffee syrup,bigram,3,,0,1,2,
white fresh,bigram,3,,0,1,2,
tiny teddy,bigram,3,,0,1,2,
cage free,bigram,3,,0,1,2,
body mist,bigram,3,,0,1,2,
caribbean vetiver,bigram,3,,0,1,2,
vetiver sandalwood,bigram,3,,0,1,2,
jasmine sri,bigram,3,,0,1,2,
lankan cinnamon,bigram,3,,0,1,2,
cinnamon leaf,bigram,3,,0,1,2,
normal dry,bigram,3,,0,1,2,
wash luminous,bigram,3,,0,1,2,
cream micro,bigram,3,,0,1,2,
white cola,bigram,3,,0,1,2,
max no,bigram,3,,0,1,2,
vegetable rice,bigram,3,,0,1,2,
caramel milk,bigram,3,,0,1,2,
roasted almond,bigram,3,,0,1,2,
multipurpose cleaning,bigram,3,,0,1,2,
barely there,bigram,3,,0,1,2,
laundry discs,bigram,3,,0,1,2,
thin condoms,bigram,3,,0,1,2,
fresh cotton,bigram,3,,0,1,2,
bond protein,bigram,3,,0,1,2,
zero alcohol,bigram,3,,0,1,2,
naturgard multi,bigram,3,,0,1,2,
yellowfin tuna,bigram,3,,0,1,2,
mango drink,bigram,3,,0,1,2,
crew size,bigram,3,,0,1,2,
size 2,bigram,3,,0,1,2,
water powder,bigram,3,,0,1,2,
sticks 7,bigram,3,,0,1,2,
pure health,bigram,3,,0,1,2,
chips sweet,bigram,3,,0,1,2,
shower clean,bigram,3,,0,1,2,
orange eucalyptus,bigram,3,,0,1,2,
1 3,bigram,3,,0,1,2,
toothbrush black,bigram,3,,0,1,2,
cocoa butter,bigram,3,,0,1,2,
snack bars,bigram,3,,0,1,2,
spring rolls,bigram,3,,0,1,2,
mini muffin,bigram,3,,0,1,2,
grigio rose,bigram,3,,0,1,2,
strength damage,bigram,3,,0,1,2,
damage remedy,bigram,3,,0,1,2,
remedy hydrating,bigram,3,,0,1,2,
hydrating repairing,bigram,3,,0,1,2,
repairing coconut,bigram,3,,0,1,2,
penetrating oil,bigram,3,,0,1,2,
gradual tanning,bigram,3,,0,1,2,
apple berry,bigram,3,,0,1,2,
original bbq,bigram,3,,0,1,2,
size 8,bigram,3,,0,1,2,
juice chilled,bigram,3,,0,1,2,
1m white,bigram,3,,0,1,2,
vermouth 1000ml,bigram,3,,0,1,2,
thinx reusable,bigram,3,,0,1,2,
reusable period,bigram,3,,0,1,2,
underwear heavy,bigram,3,,0,1,2,
black bikini,bigram,3,,0,1,2,
bikini size,bigram,3,,0,1,2,
silver bottle,bigram,3,,0,1,2,
pants girls,bigram,3,,0,1,2,
girls size,bigram,3,,0,1,2,
gluta hya,bigram,3,,0,1,2,
hya body,bigram,3,,0,1,2,
slim black,bigram,3,,0,1,2,
select toppings,bigram,3,,0,1,2,
drink lemon,bigram,3,,0,1,2,
custard protein,bigram,3,,0,1,2,
intensive tanning,bigram,3,,0,1,2,
lemon energy,bigram,3,,0,1,2,
yopro pouch,bigram,3,,0,1,2,
active water,bigram,3,,0,1,2,
8 11,bigram,3,,0,1,2,
lock spf50,bigram,3,,0,1,2,
bar 4,bigram,3,,0,1,2,
crumb oven,bigram,3,,0,1,2,
shampoo itchy,bigram,3,,0,1,2,
advance body,bigram,3,,0,1,2,
kombucha ginger,bigram,3,,0,1,2,
fast action,bigram,3,,0,1,2,
11 14,bigram,3,,0,1,2,
sparkling lite,bigram,3,,0,1,2,
lite fruity,bigram,3,,0,1,2,
orange almond,bigram,3,,0,1,2,
max fresh,bigram,3,,0,1,2,
r s,bigram,3,,0,1,2,
tropical mango,bigram,3,,0,1,2,
barry sons,bigram,3,,0,1,2,
chardonnay cask,bigram,3,,0,1,2,
fructis damage,bigram,3,,0,1,2,
damage eraser,bigram,3,,0,1,2,
sugar raspberry,bigram,3,,0,1,2,
3d white,bigram,3,,0,1,2,
clinical roll,bigram,3,,0,1,2,
summer strength,bigram,3,,0,1,2,
disinfectant wipes,bigram,3,,0,1,2,
50 ultra,bigram,3,,0,1,2,
coke soft,bigram,3,,0,1,2,
clean medium,bigram,3,,0,1,2,
multi purpose,bigram,3,,0,1,2,
semillon sauv,bigram,3,,0,1,2,
bond repair,bigram,3,,0,1,2,
gravel track,bigram,3,,0,1,2,
mixed nuts,bigram,3,,0,1,2,
cooked beef,bigram,3,,0,1,2,
mac cheese,bigram,3,,0,1,2,
chicken sweet,bigram,3,,0,1,2,
tea peach,bigram,3,,0,1,2,
so good,bigram,3,,0,1,2,
chips sour,bigram,3,,0,1,2,
custard bar,bigram,3,,0,1,2,
dandruff conditioner,bigram,3,,0,1,2,
sport drink,bigram,3,,0,1,2,
drink berry,bigram,3,,0,1,2,
home test,bigram,3,,0,1,2,
covid 19,bigram,3,,0,1,2,
ketchup tomato,bigram,3,,0,1,2,
triple chocolate,bigram,3,,0,1,2,
curried sausages,bigram,3,,0,1,2,
sausages recipe,bigram,3,,0,1,2,
pear cinnamon,bigram,3,,0,1,2,
toddler milk,bigram,3,,0,1,2,
breakfast extra,bigram,3,,0,1,2,
extra strong,bigram,3,,0,1,2,
strong tea,bigram,3,,0,1,2,
shampoo apple,bigram,3,,0,1,2,
japanese cherry,bigram,3,,0,1,2,
slice chocolate,bigram,3,,0,1,2,
match serum,bigram,3,,0,1,2,
serum foundation,bigram,3,,0,1,2,
tomato paste,bigram,3,,0,1,2,
beach defence,bigram,3,,0,1,2,
defence sunscreen,bigram,3,,0,1,2,
spray spf50,bigram,3,,0,1,2,
beauty hair,bigram,3,,0,1,2,
pear mango,bigram,3,,0,1,2,
scotch finger,bigram,3,,0,1,2,
pea ham,bigram,3,,0,1,2,
ultiboost iron,bigram,3,,0,1,2,
violet crumble,bigram,3,,0,1,2,
crumble soft,bigram,3,,0,1,2,
eye mask,bigram,3,,0,1,2,
coconut curls,bigram,3,,0,1,2,
multi tasker,bigram,3,,0,1,2,
mix chocolate,bigram,3,,0,1,2,
pro health,bigram,3,,0,1,2,
convenience meals,bigram,3,,0,1,2,
1 4,bigram,3,,0,1,2,
4 crew,bigram,3,,0,1,2,
crew sock,bigram,3,,0,1,2,
honey lemon,bigram,3,,0,1,2,
nutri grain,bigram,3,,0,1,2,
pie 2,bigram,3,,0,1,2,
6 15,bigram,3,,0,1,2,
50 kids,bigram,3,,0,1,2,
body superfood,bigram,3,,0,1,2,
vitamin b12,bigram,3,,0,1,2,
men intense,bigram,3,,0,1,2,
treats daily,bigram,3,,0,1,2,
daily oral,bigram,3,,0,1,2,
oral care,bigram,3,,0,1,2,
care dental,bigram,3,,0,1,2,
dental chews,bigram,3,,0,1,2,
intense mint,bigram,3,,0,1,2,
gel activ,bigram,3,,0,1,2,
activ insole,bigram,3,,0,1,2,
spray spf,bigram,3,,0,1,2,
fillets cat,bigram,3,,0,1,2,
jacob s,bigram,3,,0,1,2,
s cellar,bigram,3,,0,1,2,
repair shampoo,bigram,3,,0,1,2,
womens seamless,bigram,3,,0,1,2,
full brief,bigram,3,,0,1,2,
beef burger,bigram,3,,0,1,2,
wired earphones,bigram,3,,0,1,2,
ruby red,bigram,3,,0,1,2,
egg pasta,bigram,3,,0,1,2,
blanc cask,bigram,3,,0,1,2,
fruit salad,bigram,3,,0,1,2,
carpet sanitiser,bigram,3,,0,1,2,
sanitiser deodoriser,bigram,3,,0,1,2,
toning shampoo,bigram,3,,0,1,2,
masala mix,bigram,3,,0,1,2,
caesar dressing,bigram,3,,0,1,2,
medium tint,bigram,3,,0,1,2,
retinol24 night,bigram,3,,0,1,2,
1m black,bigram,3,,0,1,2,
party pies,bigram,3,,0,1,2,
60 tablets,bigram,3,,0,1,2,
sun kids,bigram,3,,0,1,2,
protect play,bigram,3,,0,1,2,
spring onion,bigram,3,,0,1,2,
little bodies,bigram,3,,0,1,2,
bodies eczema,bigram,3,,0,1,2,
drink mango,bigram,3,,0,1,2,
black label,bigram,3,,0,1,2,
12yo scotch,bigram,3,,0,1,2,
white sugar,bigram,3,,0,1,2,
cans 4,bigram,3,,0,1,2,
koonunga hill,bigram,3,,0,1,2,
soda lime,bigram,3,,0,1,2,
leaks light,bigram,3,,0,1,2,
makeup remover,bigram,3,,0,1,2,
brut nv,bigram,3,,0,1,2,
oils hand,bigram,3,,0,1,2,
food chicken,bigram,3,,0,1,2,
entertaining chicken,bigram,3,,0,1,2,
cat treat,bigram,3,,0,1,2,
sauce mild,bigram,3,,0,1,2,
terre de,bigram,3,,0,1,2,
de providence,bigram,3,,0,1,2,
car charger,bigram,3,,0,1,2,
electrolyte effervescent,bigram,3,,0,1,2,
top deck,bigram,3,,0,1,2,
omega 3,bigram,3,,0,1,2,
underwear regular,bigram,3,,0,1,2,
regular women,bigram,3,,0,1,2,
free fancies,bigram,3,,0,1,2,
repellent aerosol,bigram,3,,0,1,2,
wick plug,bigram,3,,0,1,2,
chocolate hazelnut,bigram,3,,0,1,2,
aussie oat,bigram,3,,0,1,2,
oat clusters,bigram,3,,0,1,2,
mini sandwich,bigram,3,,0,1,2,
potato leek,bigram,3,,0,1,2,
food 85g,bigram,3,,0,1,2,
my perfect,bigram,3,,0,1,2,
perfect stock,bigram,3,,0,1,2,
roast beef,bigram,3,,0,1,2,
original corn,bigram,3,,0,1,2,
canned baked,bigram,3,,0,1,2,
razor blades,bigram,3,,0,1,2,
night serum,bigram,3,,0,1,2,
sensitive protect,bigram,3,,0,1,2,
protect spf50,bigram,3,,0,1,2,
gourmet chunky,bigram,3,,0,1,2,
chunky sous,bigram,3,,0,1,2,
sous vide,bigram,3,,0,1,2,
vide beef,bigram,3,,0,1,2,
pies 2,bigram,3,,0,1,2,
taco sauce,bigram,3,,0,1,2,
carb collagen,bigram,3,,0,1,2,
collagen protein,bigram,3,,0,1,2,
pop tarts,bigram,3,,0,1,2,
8 toaster,bigram,3,,0,1,2,
toaster pastries,bigram,3,,0,1,2,
specialty blend,bigram,3,,0,1,2,
blend instant,bigram,3,,0,1,2,
chicken multipack,bigram,3,,0,1,2,
apple mango,bigram,3,,0,1,2,
mens guyfront,bigram,3,,0,1,2,
trunk size,bigram,3,,0,1,2,
chardonnay pinot,bigram,3,,0,1,2,
yoghurt rice,bigram,3,,0,1,2,
cakes 1,bigram,3,,0,1,2,
support skin,bigram,3,,0,1,2,
skin health,bigram,3,,0,1,2,
beef mince,bigram,3,,0,1,2,
chocolate box,bigram,3,,0,1,2,
food tuna,bigram,3,,0,1,2,
burger bun,bigram,3,,0,1,2,
southern fried,bigram,3,,0,1,2,
roast potatoes,bigram,3,,0,1,2,
fig blossom,bigram,3,,0,1,2,
deodorant spray,bigram,3,,0,1,2,
salt potato,bigram,3,,0,1,2,
liquid sensitive,bigram,3,,0,1,2,
sugar fruit,bigram,3,,0,1,2,
organic tempranillo,bigram,3,,0,1,2,
shampoo cool,bigram,3,,0,1,2,
sour grape,bigram,3,,0,1,2,
peas corn,bigram,3,,0,1,2,
drink strawberry,bigram,3,,0,1,2,
choc fudge,bigram,3,,0,1,2,
fudge brownie,bigram,3,,0,1,2,
vera chamomile,bigram,3,,0,1,2,
butter cup,bigram,3,,0,1,2,
herb garlic,bigram,3,,0,1,2,
crew 6,bigram,3,,0,1,2,
size 11,bigram,3,,0,1,2,
330ml 10,bigram,3,,0,1,2,
cookie butter,bigram,3,,0,1,2,
barossa shiraz,bigram,3,,0,1,2,
choc peanut,bigram,3,,0,1,2,
blackcurrant can,bigram,3,,0,1,2,
drink lunchbox,bigram,3,,0,1,2,
lunchbox multipack,bigram,3,,0,1,2,
green beans,bigram,3,,0,1,2,
cauliflower broccoli,bigram,3,,0,1,2,
gourmet cheese,bigram,3,,0,1,2,
